76.7007086,663.7972756
95.27354416,1014.362282
73.09572325,618.9388269
46.95163546,288.0128774
33.31374801,144.9775559
58.80012843,412.327812
86.47759583,844.415014
26.14382914,89.35190956
97.67930585,1053.205251
43.74531596,240.9087784
27.39605996,115.9367122
97.77093801,1034.55054
0.477748646,3.44508499
45.82308521,254.0588857
54.80585542,353.2734471
90.15264912,926.9450488
7.250554019,30.75773672
45.32559552,241.7352039
78.02992888,692.7971886
56.99929549,382.9956472
94.00582955,978.7182859
26.90317736,98.22900623
23.05271282,84.97857036
72.1620607,584.521551
99.03856132,1082.251497
3.856728214,5.378074245
29.13706608,122.0136302
86.14065815,841.2975436
30.66374147,131.6065122
45.7038082,267.3575059
20.83652976,52.18468072
57.18702293,388.7958551
35.64584273,155.6576948
19.38695319,87.1260781
21.96693937,83.72321557
68.27543845,530.711261
0.049932083,14.49284087
88.01604031,843.2485017
52.30268013,340.8119453
30.80836794,128.0669592
36.74504958,172.7835026
32.49767479,147.2284583
69.29844011,538.18064
8.507759773,18.1584427
70.34043282,559.4104668
57.5800636,384.884606
88.48064558,875.860995
18.46055009,58.94830056
55.80419814,376.8430309
16.43957105,24.94592918
11.59004977,32.66266063
46.87050895,262.8859023
84.33492545,798.3361076
47.08791721,278.1154265
25.35951684,104.1713195
57.52798931,411.5795926
64.19882596,471.6451308
4.212110195,-4.601070665
54.09433453,363.8480799
74.13906996,634.2328842
73.64940462,614.6169806
36.12816121,165.3137804
52.05636037,326.302162
47.19462964,282.3261945
38.41752101,199.4277722
54.62077139,349.2368011
64.76835803,489.5009824
84.40054674,805.0138719
21.44048002,67.09553746
73.26154611,611.0575046
20.16984788,69.4466531
31.43375485,138.9067779
12.51797864,48.9516002
3.617611954,5.326273552
81.25157368,731.3845794
56.84244975,378.2894399
82.26652381,748.3431383
37.472211,175.748739
84.694634,800.0476235
39.76850207,203.0563247
2.056168509,6.235189148
97.12470913,1042.691958
31.12919912,130.1136636
84.61264096,790.8641633
85.95612871,827.4556427
80.96520122,738.3386682
88.89799655,893.8136567
58.36410475,402.8826902
50.302448,314.1170369
12.74197347,12.96811749
77.32066626,687.654958
98.96464051,1089.947662
56.32662532,372.3403052
79.83606809,722.0438496
84.29930475,798.1049709
45.34585963,251.7551725
3.139877989,4.262618289
70.10628353,550.9234551
80.31068289,728.0698477
72.06804369,581.1302109
